beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
16.0,16.0,0,0.050513264,0.050513264,0.041038953,0.09009255,0.049404874,0.06853629,0.042154968,0.06872601,648.0274064200665,574.9,844.8533981356028,587.2,979.1433478273333,548.3,2917.326163888098,1000.0,1347.337579067775,47.68428320903331,269067.34703762375,2312,1269.621571216191,579000.0,312.09521115540036,579000.0,659.3962609689063,579000.0,1240.2921008102712,579000.0
16.0,16.0,0,0.057656232,0.057656232,0.050307587,0.07917276,0.05764122,0.06428235,0.04892283,0.06335119,1750.580071024978,719.7,1107.6327374634257,567.9,814.6034752594553,359.7,2497.572273559648,943.2,1542.5971393268765,30.61666374397464,269535.64386572514,2316,1421.8116461416166,580000.0,217.37165769678313,580000.0,685.2959087603866,580000.0,1265.2241347904626,580000.0
8.0,8.0,0,0.060454395,0.060454395,0.034304086,0.1150477,0.047416802,0.10693056,0.03155302,0.095066674,220.73113835845606,253.9,2003.6306475689846,931.8,932.3851907733999,406.7,2012.3727932149536,914.0,1292.2799424789487,38.30703256907873,269998.0652733942,2320,1477.6384297508412,581000.0,-52.900885675353436,581000.0,763.593680434093,581000.0,1211.5661368294238,581000.0
16.0,16.0,0,0.05268601,0.05268601,0.04034575,0.08583543,0.04719108,0.07766501,0.04051394,0.07798326,1266.367111706632,654.9,1844.8416632982303,753.8,1762.1592300714397,650.5,-612.2683486601879,1000.0,1065.2749141040283,32.109117700951174,270473.5067597305,2324,1623.1708645028914,582000.0,-195.79099101236324,582000.0,1033.6942592778132,582000.0,1441.4150235805578,582000.0
16.0,16.0,0,0.039764147,0.039764147,0.025009282,0.07175416,0.03030422,0.065572165,0.030958476,0.08423201,726.6194450607305,454.7,1760.401116087757,772.7,1769.9431539935763,829.7,1647.7740129891529,869.2,1476.1844320328041,45.70493691088632,270940.0222120831,2328,1640.3776894075077,583000.0,257.1555781795063,583000.0,1014.2345592039019,583000.0,1548.1400610049784,583000.0
16.0,16.0,0,0.04378389,0.04378389,0.03035821,0.06911725,0.043649543,0.06750435,0.03182103,0.0939585,723.750321652911,528.0,2652.843755807763,791.8,1028.308030647982,616.6,2454.3996774844813,983.1,1714.8254463982844,36.00477838818915,271402.0204168634,2332,1569.1736225578338,584000.0,743.7099450508516,584000.0,1217.6483599608239,584000.0,1651.8372371031116,584000.0
8.0,8.0,3,0.03416955,0.124542706,0.035670828,0.13808922,0.049936518,0.15107018,0.04432211,0.04432211,2815.5357342932048,950.3,1673.9501119039946,701.7,-162.3404784987872,725.1,-1918.016878022378,906.3,602.2821224190087,31.873580345883965,271881.8398300769,2336,1313.2792239529679,585000.0,937.0689472368865,585000.0,1078.4357522012683,585000.0,1256.4762565435249,585000.0
8.0,8.0,1,0.030012816,0.10651001,0.04529554,0.04529554,0.04659252,0.19358744,0.043787025,0.13979766,1709.0956839760188,569.1,959.5435171926987,762.4,767.1868563594819,421.0,616.5531622028877,1000.0,1013.0948049327717,49.52058453881182,272344.3871678106,2340,1268.0610897727704,586000.0,1274.7215809599372,586000.0,1125.0898765687048,586000.0,854.1377530021331,586000.0
16.0,16.0,1,0.04458799,0.042070717,0.10125282,0.10125282,0.027934372,0.093100935,0.02052546,0.055110756,2953.195302684238,831.8,870.3383806338301,449.3,1011.5146213559749,512.4,2441.4761901718484,947.9,1819.1311237114728,32.237790293991566,272814.5672190677,2344,1361.2817146111724,587000.0,1497.0724189986965,587000.0,1000.1727533354446,587000.0,926.2133286638489,587000.0
16.0,16.0,1,0.050065186,0.067600384,0.053912167,0.053912167,0.10168501,0.11824021,0.056678016,0.08098808,2699.4504700914486,751.8,370.66060219994336,1000.0,991.2678374116061,382.4,2275.1177246414245,709.9,1584.1241585861058,40.10731818689965,273286.9353859456,2348,1287.65320496824,588000.0,1599.4005578950869,588000.0,915.3657950071344,588000.0,788.6244219400005,588000.0
16.0,16.0,0,0.03484792,0.03484792,0.066299275,0.0687701,0.07846468,0.119644314,0.054118376,0.07775674,890.3472115508854,531.3,688.8369962684634,413.0,505.5015597151604,477.6,1084.392614970412,390.2,792.2695956262303,41.721224538981915,273744.98191275203,2352,1656.1077560830192,589000.0,1020.9297730764911,589000.0,886.9302170233626,589000.0,706.1828693899172,589000.0
32.0,32.0,0,0.037853256,0.037853256,0.04106103,0.05246409,0.0610891,0.06406868,0.039139442,0.05776026,1405.7136603323927,529.6,3060.987801316892,848.1,542.9138105183227,367.0,2689.39850683237,722.1,1924.7534447499943,27.10272160009481,274203.4432905192,2356,1838.1877696870306,590000.0,1064.2572964049118,590000.0,990.2727997360419,590000.0,753.9462337524394,590000.0
16.0,16.0,0,0.0314378,0.0314378,0.023486027,0.0649678,0.030574333,0.074034475,0.027366845,0.071397066,1774.3407148548984,770.5,1936.3461956717304,547.1,816.6879875581434,474.6,2411.6861146585215,830.2,1734.7652531858234,29.024221449857578,274665.64867772616,2360,1909.914978560691,591000.0,1066.4758545253408,591000.0,967.5500113511713,591000.0,1191.3423422986784,591000.0
16.0,16.0,0,0.06940523,0.06940523,0.027052011,0.066828325,0.033739932,0.07384357,0.032627936,0.076901734,3067.548000274268,1000.0,2028.9496893808325,633.4,732.4403221376208,636.4,2558.9470658977366,792.7,2096.9712694226146,31.487223159056157,275134.97695374803,2364,2110.5657645937235,592000.0,1053.660920051681,592000.0,1190.9419205811232,592000.0,1188.1020635132322,592000.0
8.0,8.0,0,0.043961044,0.043961044,0.032595124,0.09661551,0.04037947,0.113558255,0.030720878,0.105206415,1125.459315088151,722.5,1469.7984339927348,500.9,638.9768780096634,686.4,1638.2844026519035,737.5,1218.129757435613,38.241722596110776,275605.24169627565,2368,1634.0287193164017,593000.0,1230.9839753142219,593000.0,1376.2894576927754,593000.0,1125.2495427938434,593000.0
16.0,16.0,0,0.04375734,0.04375734,0.04907488,0.06944824,0.044705376,0.072909296,0.04957925,0.081991374,820.1758483224303,603.0,1428.3297457209294,747.9,1913.4421259298306,882.8,1752.8502657304502,733.4,1478.6994964259102,39.5057111971546,276071.4231680789,2372,1457.4593415798554,594000.0,1462.9998530228518,594000.0,1305.0607757977737,594000.0,1426.2316558767768,594000.0
8.0,8.0,3,0.05538544,0.093634404,0.05430133,0.09976625,0.07220129,0.11006419,0.043638933,0.043638933,1580.769550068956,561.2,1142.3440936638603,542.2,1549.3438221673587,682.7,916.2056396303024,443.9,1297.1657763826195,35.75794041110203,276528.39362932194,2376,1324.9839098205628,595000.0,1319.900321926917,595000.0,1226.7811396521395,595000.0,1413.5767705725932,595000.0
16.0,16.0,3,0.029968182,0.073703796,0.029262451,0.07347846,0.03623906,0.07641726,0.04839351,0.04839351,1048.4160674645468,578.4,3309.1716802348506,967.5,1009.5353272279839,390.9,415.20551513432946,546.5,1445.5821475154276,27.126094931038097,276995.5201441875,2380,1381.0692131090962,596000.0,1633.8314027090078,596000.0,1339.0952947990768,596000.0,1458.1233936966069,596000.0
8.0,8.0,3,0.026777465,0.071812436,0.050667327,0.076277055,0.035387382,0.09140462,0.08122966,0.08122966,1586.0391178397665,448.6,2550.548396238714,772.4,816.5834703088749,307.4,855.6744094351161,526.3,1452.2113484556178,36.62923772004433,277449.8963938941,2384,1348.8383756365752,597000.0,1351.5765209598078,597000.0,1456.4525392077535,597000.0,1556.3803739760192,597000.0
8.0,8.0,0,0.038269896,0.038269896,0.03425001,0.09959033,0.047524925,0.110529356,0.04923993,0.11758446,697.1674206232907,456.3,2649.1002128127393,878.7,1865.2303488265898,827.1,1596.417857926371,555.4,1701.9789600472475,24.60692638112232,277915.58673082676,2388,1668.427410306343,598000.0,1072.9829640368296,598000.0,1275.8268568713427,598000.0,1297.98583172576,598000.0
16.0,16.0,0,0.050217733,0.050217733,0.050163176,0.072738074,0.057021875,0.07041159,0.052528758,0.08131501,2780.03108539035,911.6,2332.9761502895153,822.2,1185.530338776566,701.4,2154.703227451776,723.6,2113.3102004770517,34.560610465938225,278393.43066042534,2392,1743.0508731975901,599000.0,1341.2161006610513,599000.0,1459.9986109289432,599000.0,1184.2562548464316,599000.0
8.0,8.0,1,0.016560601,0.054861024,0.11260301,0.11260301,0.11994617,0.09039406,0.02804961,0.07537325,2604.4916017955975,870.5,2219.8396609276233,820.1,759.3063101343987,453.8,1488.5321213281702,644.7,1768.0424235464475,47.08386354288086,278857.7834944058,2396,1166.7081350990634,600000.0,1687.1445741539799,600000.0,1128.2653172170958,600000.0,1266.6554687159435,600000.0
8.0,8.0,1,0.059135392,0.10890742,0.094305076,0.094305076,0.072053306,0.13393222,0.0574896,0.12858596,2789.5295263697585,844.3,-667.4679293060316,558.5,2306.590499243854,879.2,1842.5942710976512,695.0,1567.811591851308,33.00668601109646,279332.4478122926,2400,1057.5845359329032,601000.0,1696.9688033628222,601000.0,821.2473478683867,601000.0,829.3704057810364,601000.0
8.0,8.0,1,0.065854535,0.13584767,0.06898238,0.06898238,0.06793668,0.15997162,0.05756547,0.16183215,2871.1383230492656,916.8,-1003.2669679152762,886.6,1705.3886138136882,841.9,1600.6858196198293,506.1,1293.4864471418766,43.84867829713039,279810.4986796599,2404,637.5752126925807,602000.0,1489.4522546439218,602000.0,871.2283810902263,602000.0,922.2833901586716,602000.0
16.0,16.0,1,0.081300005,0.10832191,0.07386585,0.07386585,0.083638564,0.09901152,0.07692899,0.10839162,2053.6963331311517,677.6,-915.2428289947235,462.1,-1392.2241068186909,907.2,2208.047629618159,842.0,488.56925673397416,47.11014749202877,280285.33971158054,2408,730.113574184705,603000.0,1337.7998879130798,603000.0,750.8815516974652,603000.0,895.6559715748563,603000.0
16.0,16.0,1,0.057418916,0.1495025,0.085241504,0.085241504,0.0652409,0.1325213,0.053461753,0.14645621,-127.33176453313168,1000.0,-2769.9173588432504,1000.0,-392.8297758115522,1000.0,-789.0016010654491,1000.0,-1019.7701250633459,43.74513696017675,280764.98675299657,2412,958.1534996903129,604000.0,1083.2362111174148,604000.0,588.264331040144,604000.0,584.906585608688,604000.0
8.0,8.0,0,0.07792501,0.07792501,0.15200971,0.34264317,0.122698724,0.098941825,0.10934802,0.10467745,2028.648353743741,855.9,-943.8137900269128,441.3,785.9818233237047,335.6,1837.1317241650959,730.5,926.9870278014072,49.131496941903606,281231.7306755305,2416,975.6826966543504,605000.0,498.5741364730362,605000.0,489.24282143598646,605000.0,498.95213977733476,605000.0
16.0,16.0,0,0.037958164,0.037958164,0.059797302,0.22684668,0.056093782,0.067108944,0.0471535,0.07277812,790.2344869219927,650.8,-444.84828783160253,247.5,1791.2185866309787,688.7,2672.59188393147,923.0,1202.2991674132097,35.106976941926405,281693.1021031857,2420,1221.73910018783,606000.0,56.656099314978974,606000.0,472.46934805426633,606000.0,629.3642436700645,606000.0
32.0,32.0,3,0.058738116,0.032805875,0.028179668,0.106829435,0.012411023,0.02934409,0.109928116,0.109928116,3524.3290878755115,934.5,-521.2126685547012,519.1,1345.6561790217825,459.6,2518.928640347446,792.8,1716.92530967251,30.161579287145287,282164.2812719344,2424,594.8465784076224,607000.0,-469.9286630549611,607000.0,526.8200965868498,607000.0,897.0534706371864,607000.0
16.0,16.0,3,0.033300553,0.0870776,0.048156302,0.22668138,0.04774248,0.055066265,0.03222643,0.03222643,3274.9758175512043,827.6,-315.861195369294,220.7,1649.3533908521233,515.4,1268.079006880062,592.0,1469.136754978524,39.65015452494845,282626.81800420827,2428,552.3355123549303,608000.0,-935.3413098976989,608000.0,807.3156242391678,608000.0,1086.0161488206154,608000.0
32.0,32.0,3,0.052468903,0.061012894,0.0712853,0.21038255,0.039606582,0.04610799,0.050416354,0.050416354,1474.3912088412096,590.8,-1080.679766683754,901.8,838.0213363783683,332.7,1125.3765656152602,551.2,589.277336037771,31.849228366976604,283092.63296253013,2432,824.9479509131301,609000.0,-936.3147931709515,609000.0,915.5160781812522,609000.0,1205.5262808214857,609000.0
32.0,32.0,3,0.024384407,0.048309635,0.032961532,0.14267111,0.02742593,0.042209312,0.038526665,0.038526665,3964.6549881602295,1000.0,-648.4941665264558,1000.0,1475.1240005203458,453.6,2302.3103595503426,822.5,1773.3987954261154,35.61855948693119,283571.8543942695,2436,937.0303556484535,610000.0,-822.3027493167032,610000.0,1021.978620916688,610000.0,1081.2776553512983,610000.0
8.0,8.0,0,0.05520028,0.05520028,0.07508934,0.22971728,0.063817985,0.08353969,0.049923014,0.089485474,2665.7747755509363,768.6,-893.4334003548438,1000.0,442.86523264995986,163.4,1262.1428812093498,423.0,869.3373722638505,48.34247737494297,284030.06337688153,2440,1261.7930858245586,611000.0,-626.4612479353707,611000.0,1041.38631564029,611000.0,955.6379629269577,611000.0
16.0,16.0,0,0.051245425,0.051245425,0.050527297,0.16563514,0.040825486,0.06464337,0.035757516,0.07019559,2914.616369826076,937.9,637.6594636716723,600.1,1636.9490048712419,813.6,2791.7796589665145,807.0,1995.2511243338763,28.057578179053962,284497.98197212827,2444,1685.0260981737133,612000.0,-650.5938214016157,612000.0,758.373970586401,612000.0,990.6871095860151,612000.0
16.0,16.0,0,0.03913917,0.03913917,0.055168297,0.14687851,0.037838776,0.06420425,0.032291226,0.06726492,2676.2326080980497,961.0,954.0799807395615,1000.0,1231.764454836099,441.9,3060.377030019299,954.2,1980.6135184232523,37.22414815914817,284978.2740731869,2448,1979.3918929734725,613000.0,-493.7442518658372,613000.0,890.4977961100078,613000.0,1100.329472405663,613000.0
32.0,32.0,0,0.06535288,0.06535288,0.053410936,0.09977088,0.052934606,0.05131472,0.05290477,0.05406324,-2503.234603662101,903.2,934.1926081725551,766.2,1756.1943778554123,670.7,3261.2024227047705,867.0,862.0887012676592,49.24740265100263,285447.07521485153,2452,1824.4388823350703,614000.0,-165.017532645653,614000.0,1078.9204899183653,614000.0,1333.1241551084684,614000.0
8.0,8.0,3,0.09513105,0.19733131,0.06357652,0.22902325,0.043630727,0.09446374,0.14574093,0.14574093,-1783.9294397159367,901.2,108.15799198979705,480.4,985.3071502294633,585.7,1418.612400844267,647.4,182.03702583689767,38.51108864694834,285908.82957653666,2456,1502.4206799430287,615000.0,-68.17917456375443,615000.0,1233.4667190003697,615000.0,1522.7139895985395,615000.0
16.0,16.0,3,0.03139824,0.11178879,0.049182914,0.1872443,0.034818213,0.06866706,0.045831006,0.045831006,1519.8006752709875,953.6,1398.4513565525808,808.4,206.04885246661496,95.8,966.9450663882117,766.8,1022.8114876695987,31.483385283965617,286377.85549792706,2460,1077.4509395881234,616000.0,156.61088345667045,616000.0,1272.183734143161,616000.0,1699.105878025292,616000.0
16.0,16.0,3,0.027737612,0.08138887,0.03547798,0.14129493,0.024693917,0.06536588,0.03860975,0.03860975,3010.7615619015924,1000.0,1615.6911189912075,794.8,1181.1732916082424,637.9,1663.0310194056533,702.4,1867.6642479766738,39.16825146600604,286845.3957419036,2464,936.7242646864837,617000.0,146.87344302922102,617000.0,1043.7403029685997,617000.0,1698.6612634121516,617000.0
32.0,32.0,3,0.0387797,0.054212302,0.043347947,0.087236576,0.043326598,0.047598466,0.0395831,0.0395831,3931.809502457724,1000.0,1896.8123346429416,765.8,1752.5116781027239,644.0,1418.2051340136636,515.7,2249.834662304263,37.39176118001342,287318.34913746745,2468,747.6099258468922,618000.0,733.9691239819861,618000.0,1333.209349304095,618000.0,1436.324169979674,618000.0
32.0,32.0,2,0.14751504,0.046496443,0.15581979,0.06937152,0.068653785,0.068653785,0.16404891,0.04715868,3370.653742260256,989.7,935.0580208445175,952.6,651.6745324943271,570.9,1720.9218735225572,575.5,1669.5770422804144,42.651611482026055,287794.28219466924,2472,1014.7799471300168,619000.0,897.4873151067814,619000.0,1587.791777556468,619000.0,860.8410979086941,619000.0
16.0,16.0,2,0.053613693,0.078967914,0.065644234,0.13866016,0.08391522,0.08391522,0.060420256,0.088027194,2873.7166238431446,987.4,749.1336638827546,387.5,253.6524321467478,387.1,2083.957589560826,630.0,1490.1150773583681,45.831264403881505,288260.1634835069,2476,1275.7057664319268,620000.0,863.0210072899839,620000.0,1441.1064032246413,620000.0,1026.5976400408813,620000.0
4.0,4.0,0,0.0483721,0.0483721,0.061370872,0.24460858,0.045823116,0.13182415,0.037451483,0.15349622,248.20027072907791,400.2,-650.1310055108222,611.0,1898.1409044635432,860.4,2626.482321345021,732.7,1030.673122756705,35.693556499201804,288722.02304125915,2480,1462.6330626538015,621000.0,1019.3665172857033,621000.0,1535.2280178039232,621000.0,1100.1966436073392,621000.0
8.0,8.0,2,0.040353782,0.10717935,0.05684114,0.18170024,0.07995326,0.07995326,0.059019722,0.1413655,969.7198353763742,680.0,-214.0152746878896,527.5,801.2962786315705,524.8,1900.8073191684066,650.1,864.4520396221154,31.722354717087,289187.24494688667,2484,1488.9056844911759,622000.0,1163.9906584657253,622000.0,1410.2038205479043,622000.0,999.3899982703457,622000.0
8.0,8.0,0,0.056284335,0.056284335,0.043593384,0.18158662,0.041404236,0.102446824,0.034477286,0.13269727,2015.0795909263456,863.4,-7.723095255506593,854.5,937.2356060732284,425.3,1462.7754462293215,452.3,1101.841886993347,36.096772079821676,289653.20142615784,2488,1892.5309577030664,623000.0,1218.8769388591431,623000.0,1297.7395510980098,623000.0,867.2544382246958,623000.0
