beta_t,beta,best_actor_num,mean-okl/0,mean-bkl/0,mean-okl/1,mean-bkl/1,mean-okl/2,mean-bkl/2,mean-okl/3,mean-bkl/3,return-average/0,episode-length-avg/0,return-average/1,episode-length-avg/1,return-average/2,episode-length-avg/2,return-average/3,episode-length-avg/3,return-average,time-eval,time-total,epoch,avg-path-return/0,total-samples/0,avg-path-return/1,total-samples/1,avg-path-return/2,total-samples/2,avg-path-return/3,total-samples/3
32.0,32.0,1,0.054726172,0.14589645,0.22798148,0.22798148,0.0758124,0.17207648,0.0848877,0.041988716,-950.4139459660322,806.0,-1452.6432838920002,1000.0,-328.9563740829117,569.9,172.6187020694466,1000.0,-639.8487254678744,49.96874490007758,200682.38216113334,1728,-873.7658075127276,433000.0,-660.0766524545818,433000.0,-825.753199058509,433000.0,-785.0275889159607,433000.0
8.0,8.0,3,0.089301944,0.20773342,0.08545695,0.28495356,0.08712776,0.3707248,0.1358342,0.1358342,-1439.7090107741678,817.0,-991.1141595593821,731.8,-1231.2493952808484,530.2,-1099.9640267058403,902.5,-1190.5091480800597,42.12033794890158,201150.95323775907,1732,-620.978338125624,434000.0,-699.0730013069362,434000.0,-809.6652034091758,434000.0,-491.7386268611992,434000.0
32.0,32.0,3,0.07550325,0.17684485,0.07785641,0.15871361,0.09987074,0.4060957,0.05857378,0.05857378,-993.245458245905,736.2,-1448.090086111653,905.2,-997.7042999472494,441.0,-386.1142318123169,723.3,-956.288519029281,38.81645479891449,201615.69543636346,1736,-491.3701168302033,435000.0,-807.7485414014761,435000.0,-928.7078982095687,435000.0,-381.6453172678693,435000.0
64.0,64.0,3,0.061602276,0.06593942,0.07723675,0.122487135,0.0669962,0.18940066,0.103402026,0.103402026,140.76311940290347,859.4,-640.9623629354801,424.2,-631.0730613678463,640.8,182.21825284393427,513.5,-237.2635130141222,34.97370755299926,202080.7377604685,1740,-543.7760887637551,436000.0,-872.0371730690758,436000.0,-892.2898977993138,436000.0,-239.36176716625715,436000.0
32.0,32.0,3,0.07169607,0.11321713,0.0726495,0.19467933,0.121029645,0.26172075,0.066010766,0.066010766,-71.93937976473708,739.3,-559.7663366627222,515.3,-1036.1205149777184,833.7,-294.32829964697663,523.3,-490.53863276303855,34.643241345183924,202545.8095863274,1744,-453.15607967166443,437000.0,-800.6244850693054,437000.0,-846.5439840715887,437000.0,-218.54871579657606,437000.0
32.0,32.0,3,0.041765783,0.11417157,0.05940152,0.15422423,0.060942512,0.26370293,0.07389526,0.07389526,-83.37398341189848,829.0,-502.50984636073656,742.5,-1473.4896582632039,903.0,113.77181819865389,507.2,-486.40041745929625,35.00848847301677,203022.53312193335,1748,-319.2179309661623,438000.0,-816.2145950538717,438000.0,-907.6773041946095,438000.0,-110.98127413680236,438000.0
32.0,32.0,3,0.057102807,0.09361104,0.0560371,0.13282953,0.09693622,0.25771406,0.07573953,0.07573953,-99.51056455742881,547.0,-473.76896223163914,535.9,-1064.1752375795108,621.1,-232.85494631906118,531.2,-467.57742767190996,46.443294145865366,203481.31744111434,1752,-307.8466278132229,439000.0,-916.9479140452352,439000.0,-820.6650687137899,439000.0,35.96192052926551,439000.0
32.0,32.0,3,0.04376541,0.07924353,0.043324538,0.14207168,0.07405485,0.25932246,0.056638528,0.056638528,-428.0981731377292,920.5,-1081.2926302487635,804.9,-858.9721455403067,529.5,-617.6051497510513,498.7,-746.4920246694627,27.70039217500016,203954.34622622735,1756,-386.6735053332153,440000.0,-704.3019129212844,440000.0,-454.49703119652,440000.0,81.34275257801535,440000.0
32.0,32.0,3,0.053632252,0.07376688,0.05027563,0.14213385,0.075553715,0.26043865,0.04938904,0.04938904,-1235.7013236339756,1000.0,-412.86297951258166,514.8,-1023.1240610495659,827.8,-312.0591856350551,722.5,-745.9368874577946,42.782034680014476,204433.08831402904,1760,-263.1831888267382,441000.0,-676.3103933721666,441000.0,-484.43194726858553,441000.0,124.54534386098285,441000.0
32.0,32.0,3,0.07213553,0.06480223,0.05613877,0.10387399,0.08688446,0.20654485,0.073238686,0.073238686,103.46621409584327,452.8,-830.055634989988,901.0,-978.5668497763202,821.3,-299.02958927964914,555.6,-501.0464649875285,47.87920385506004,204897.897792176,1764,-307.00550436628635,442000.0,-596.6902809951633,442000.0,-434.0494888783595,442000.0,97.71155422573881,442000.0
32.0,32.0,3,0.068728775,0.061769806,0.06988685,0.13453561,0.09332964,0.2053726,0.06776338,0.06776338,-49.32479647811023,632.4,-1330.570368908509,713.6,-1063.901476534241,815.4,-314.21460724980795,632.8,-689.5028122926672,33.5343541901093,205364.88996100577,1768,-254.11148369510724,443000.0,-553.7392551511687,443000.0,-402.5660418329471,443000.0,-78.22216829451524,443000.0
32.0,32.0,0,0.19827609,0.19827609,0.028211247,0.15893352,0.040126517,0.19362697,0.0816429,0.03460885,-1107.3139131332107,732.2,-345.85580992210805,516.7,-1019.3289433559636,901.2,730.0097553833798,912.5,-435.6222277569756,37.82453480013646,205843.0369889367,1772,-26.44345227399246,444000.0,-596.3655085448934,444000.0,-492.0238872576967,444000.0,-213.44379582813318,444000.0
16.0,16.0,0,0.09119035,0.09119035,0.057441328,0.34057203,0.12900756,0.39194894,0.14391217,0.098238565,-2027.478054750793,804.5,-685.0789033598946,704.4,-704.9804395598338,415.5,-11.241763920330333,1000.0,-857.194790397713,47.56820211978629,206309.42059757735,1776,123.80112119594658,445000.0,-677.5494709957771,445000.0,-585.6425374886006,445000.0,-334.17333885990956,445000.0
32.0,32.0,0,0.093063265,0.093063265,0.08056811,0.16278064,0.079540424,0.29138544,0.09789393,0.061608423,-1277.981304090284,710.1,-448.9498392086363,624.6,-427.94495549571377,308.4,-674.8630318272951,906.6,-707.4347826554824,36.5103322500363,206772.669107566,1780,-52.1661879983561,446000.0,-771.8458436150293,446000.0,-727.6201159704779,446000.0,-315.7574465928112,446000.0
32.0,32.0,0,0.08709028,0.08709028,0.066481106,0.17265509,0.08647561,0.24786122,0.07610486,0.061896507,-2182.0157742929387,902.5,-525.3667732188065,1000.0,-595.8324849453891,344.4,-1422.973486762034,1000.0,-1181.547129804792,32.94313872186467,207249.02258567663,1784,-282.40500448174424,447000.0,-802.5178000204392,447000.0,-760.1933974234744,447000.0,-396.82451820099493,447000.0
32.0,32.0,0,0.11386842,0.11386842,0.030552085,0.09169498,0.052188184,0.22676049,0.25464007,0.04221359,-1540.925912353702,811.4,-1131.7068800020045,923.9,-1055.9475940084626,612.5,-1470.1714068351614,1000.0,-1299.6879482998327,45.003355734050274,207722.4131166559,1788,-428.1371561203803,448000.0,-822.3668489730765,448000.0,-757.6402545459533,448000.0,-484.01614957149815,448000.0
16.0,16.0,3,0.09271591,0.1484337,0.11201761,0.21916403,0.11215303,0.3687719,0.07113215,0.07113215,-85.696664745246,832.4,-1025.5834896948704,704.1,-211.93715371261592,114.0,-372.9638469445339,725.2,-424.04528877431653,43.27256965311244,208182.35174048285,1792,-660.1459777242724,449000.0,-820.7221947652222,449000.0,-656.4686252828807,449000.0,-551.1108477105678,449000.0
32.0,32.0,3,0.05013984,0.056019247,0.05126394,0.18746847,0.0687713,0.25967845,0.052870106,0.052870106,713.379730891571,876.8,-538.7873299416322,729.1,-543.2043177683253,520.6,591.4192776403842,702.6,55.70184020549942,29.400481028016657,208647.98665641097,1796,-822.9796615863783,450000.0,-818.4557549505386,450000.0,-434.1249079860715,450000.0,-417.1338609501657,450000.0
8.0,8.0,2,0.094294064,0.20695512,0.08426889,0.34702742,0.118802994,0.118802994,0.061069794,0.16717744,-361.8573985568392,822.1,-537.4906878509562,710.0,-1727.3321043485498,905.9,470.0743503956122,726.0,-539.1514600901831,34.91530681797303,209116.98929520405,1800,-818.4497309040403,451000.0,-394.582310402364,451000.0,-245.65212139709212,451000.0,-290.23913485027947,451000.0
16.0,16.0,3,0.036787584,0.084020704,0.06409737,0.19232318,0.10885441,0.3373772,0.039431434,0.039431434,612.5938076702162,895.8,-614.1334783820364,819.1,-1545.6776674735524,818.0,398.6876059210944,470.1,-287.13243306606955,39.13238507602364,209586.9225165333,1804,-897.0940246038062,452000.0,-393.8993961078618,452000.0,-408.2714724007227,452000.0,76.26647039010383,452000.0
32.0,32.0,3,0.07138592,0.057361145,0.065837644,0.1478647,0.08647403,0.21044281,0.057835855,0.057835855,214.59619888216247,820.3,-733.8324098969244,807.3,-635.9658704339629,722.7,-1271.5033204564334,901.1,-606.6763504762896,38.964050120906904,210058.6237593881,1808,-690.6299200746369,453000.0,-303.5430029199981,453000.0,-600.3572079019123,453000.0,129.9644097611329,453000.0
16.0,16.0,3,0.06347663,0.07935237,0.059647575,0.18517697,0.112135224,0.34945223,0.091562666,0.091562666,882.5841027021804,554.6,-1179.7454698926888,902.2,-860.406803311396,532.3,-229.4637256719803,765.7,-346.7579740434711,41.399080828996375,210522.34900615423,1812,-249.16380345844067,454000.0,-309.60925176933415,454000.0,-753.8843033895394,454000.0,29.904581791283725,454000.0
32.0,32.0,3,0.07802241,0.05308474,0.108396664,0.11845547,0.11794507,0.29022875,0.0903118,0.0903118,490.47282771855924,618.5,-562.910960156378,774.4,-658.6714652757347,517.2,-305.08512531960076,419.0,-259.0486807582886,33.33209362393245,210982.91917450924,1816,268.73941255611913,455000.0,-410.0138745447798,455000.0,-886.1207011602613,455000.0,104.83359322391648,455000.0
16.0,16.0,0,0.04014759,0.04014759,0.0541222,0.13986816,0.109944336,0.29265392,0.050819647,0.09064079,273.9083257398426,861.3,-917.9717754743833,904.9,-653.1075745501164,410.7,1178.730695253667,616.5,-29.610082257747536,29.415455486858264,211450.98135446792,1820,759.0328911612216,456000.0,-415.22566812560154,456000.0,-1019.5218005127196,456000.0,159.57513257784044,456000.0
32.0,32.0,0,0.049106672,0.049106672,0.0718382,0.21261258,0.07073649,0.2094594,0.030212823,0.05221176,433.5388156030634,483.2,-601.7878255270682,625.6,-588.7298039644891,716.8,1439.106495508932,840.0,170.53192040510956,38.08375140395947,211916.64275506453,1824,856.5956934406764,457000.0,-407.04777063216096,457000.0,-564.1715451695882,457000.0,298.36205266136596,457000.0
32.0,32.0,0,0.08774748,0.08774748,0.05851819,0.16124877,0.06635187,0.17940724,0.04266264,0.048182923,-611.5421119155869,747.6,-468.52472955923497,609.3,-757.9079911959635,715.6,1674.9153069501087,948.8,-40.76488143016917,35.80176326096989,212392.9705551624,1828,990.6729664631011,458000.0,-546.4946312413297,458000.0,-523.8292022145793,458000.0,318.1594516272365,458000.0
8.0,8.0,0,0.10817332,0.10817332,0.14527667,0.42916858,0.19713417,0.38389394,0.17522232,0.12365487,-2014.2656820223888,806.6,-719.3429553171005,429.0,-1013.288933212528,814.7,1982.4042291675219,913.3,-441.1233353461238,45.982424075948074,212860.6835458366,1832,762.5315271771951,459000.0,-476.80181858022405,459000.0,-250.94536979428622,459000.0,534.2917932250916,459000.0
16.0,16.0,3,0.05845797,0.1077304,0.09337804,0.29670605,0.094432525,0.29986346,0.04930293,0.04930293,815.9471546607199,652.8,-496.6661148835069,518.1,-539.0025127750309,511.8,442.93370832966065,646.2,55.80305883296067,36.67719046701677,213321.4809142741,1836,660.40951206954,460000.0,-634.7934459822013,460000.0,-382.50499019030906,460000.0,896.1870512380323,460000.0
32.0,32.0,3,0.0482664,0.04935122,0.059554253,0.12765306,0.07013316,0.1743874,0.04464405,0.04464405,982.1493369704382,585.8,-372.099412538847,449.9,-510.1182069245734,809.6,1240.4142930357118,701.0,335.0865026356824,31.12345993798226,213783.46728916594,1840,581.9874059528217,461000.0,-637.0926444701815,461000.0,-536.101628790819,461000.0,1117.0427705371862,461000.0
32.0,32.0,3,0.052649513,0.04246346,0.06610684,0.19486722,0.066086605,0.12448132,0.06451144,0.06451144,1878.135188717994,657.6,-760.0395891506541,734.0,186.43291178933492,792.6,1166.121071633843,556.0,617.6623957476295,32.69010658795014,214252.9552898259,1844,472.33357706332924,462000.0,-635.2905362535171,462000.0,-552.6505022401454,462000.0,1227.8835738229538,462000.0
32.0,32.0,3,0.038819678,0.045728736,0.05141939,0.17873196,0.0387152,0.112793885,0.039553154,0.039553154,1609.1084583336058,755.9,-481.7932311709281,498.1,271.95345165808624,834.2,602.067089832814,515.7,500.33394216339445,39.7320650650654,214718.5093148629,1848,454.13543597649215,463000.0,-660.7216324438953,463000.0,-516.0706936867655,463000.0,1352.7632050465663,463000.0
32.0,32.0,3,0.035398934,0.05706265,0.03826835,0.15032966,0.042377,0.10490912,0.035698943,0.035698943,2950.2755034576135,910.7,-447.4314825207255,709.2,280.63534208043166,620.1,986.8996570293599,654.9,942.5947550116698,35.09160287701525,215184.38837703492,1852,646.0238686250584,464000.0,-593.5532782236384,464000.0,-300.90008044350486,464000.0,1281.093668913516,464000.0
32.0,32.0,3,0.03082203,0.053739727,0.042208012,0.12532601,0.059385825,0.10646049,0.040564828,0.040564828,2098.9491191082852,899.0,-640.8931831654347,901.9,282.2102537476041,513.1,884.6719499516264,737.4,656.2345349105203,35.7834780740086,215652.83694937069,1856,923.1500685508317,465000.0,-476.3345288426302,465000.0,-137.29833265028077,465000.0,1261.2502230846299,465000.0
32.0,32.0,0,0.098277204,0.098277204,0.12219641,0.11547391,0.13791616,0.103126764,0.13710561,0.04142527,309.3772415437171,747.2,-184.79345953367587,914.5,-431.1747932047725,639.2,1898.8846197794549,939.3,398.0734021461809,38.43084515305236,216131.84389592928,1860,1446.4326868297187,466000.0,-512.5316675186864,466000.0,-147.7266138053154,466000.0,1263.2609458066277,466000.0
16.0,16.0,0,0.077052854,0.077052854,0.051178053,0.19617197,0.08286183,0.2117411,0.047232576,0.063851684,101.76500870071933,610.9,-806.9787533954174,901.7,-382.57249708638085,399.2,1992.7514726291379,661.2,226.24130771201476,48.86176091199741,216601.01535145973,1864,1137.586180478012,467000.0,-403.0221181605849,467000.0,-130.9036663837773,467000.0,1396.7728595885505,467000.0
16.0,16.0,3,0.0329955,0.07533452,0.04082746,0.17842917,0.07289376,0.18764824,0.03564772,0.03564772,1375.819378685969,705.3,-144.71193283695897,591.5,-210.62250935256685,593.5,578.879110861894,531.9,399.8410118395843,39.18577873404138,217061.58753116115,1868,1063.708652437865,468000.0,-383.49610135151954,468000.0,36.905551002917534,468000.0,1501.9412152828722,468000.0
32.0,32.0,3,0.039698448,0.04275421,0.052214287,0.0914838,0.04393815,0.09633804,0.042865578,0.042865578,1255.6668810738456,905.2,126.74101527522362,861.6,305.9384136414184,658.7,1285.221593590315,661.4,743.3919758952006,29.569863128941506,217529.9824170483,1872,1078.9037428250147,469000.0,-185.37504367502606,469000.0,9.945275548187452,469000.0,1304.5565050125365,469000.0
32.0,32.0,3,0.038089093,0.039506644,0.055860147,0.0901388,0.0577388,0.08706184,0.04396501,0.04396501,2431.4325813090427,897.1,-328.9152974962524,820.9,94.15736416985234,847.7,1533.0085663164436,727.5,932.4208035747715,37.95816337200813,218000.5517095161,1876,1100.3918245892162,470000.0,-87.14570195072213,470000.0,-110.124929957828,470000.0,1463.6162170816353,470000.0
32.0,32.0,3,0.035937432,0.040902596,0.04146382,0.10644914,0.047270097,0.12744589,0.042991582,0.042991582,2482.2096460718158,932.1,-149.83497802281565,814.2,45.77580729708482,578.5,420.5529486357874,658.2,699.675855995468,39.208547746995464,218469.2108963473,1880,573.2460868948526,471000.0,-82.64067791965086,471000.0,-154.7711945226245,471000.0,1438.2386720503291,471000.0
32.0,32.0,3,0.13007647,0.04777957,0.12434601,0.11295456,0.14641562,0.13135318,0.11662154,0.11662154,-308.1488477333051,945.5,-961.8831387798248,804.9,-805.4184430970703,768.6,-2628.9068525375424,1000.0,-1176.0893205369357,38.20948869502172,218945.14169965463,1884,834.1678145421167,472000.0,-251.42234236777531,472000.0,-149.94191377522708,472000.0,1322.7176890294963,472000.0
16.0,16.0,3,0.037662853,0.063166924,0.039686684,0.19570008,0.061759766,0.20459934,0.047454093,0.047454093,2000.601714248307,735.3,-917.265712857123,807.6,54.90820964093642,76.8,840.5786920856474,775.7,494.7057257794419,45.46235771593638,219410.9097864487,1888,924.5879868776217,473000.0,-311.8255890435103,473000.0,-258.37094879174185,473000.0,1122.2472104911417,473000.0
32.0,32.0,0,0.040938668,0.040938668,0.09384231,0.088770084,0.107579105,0.10892459,0.10903009,0.04663185,1510.1588365832663,784.6,-1059.4561248894217,901.9,120.63790834826321,440.9,2547.698168747896,890.7,779.7596971975009,35.774688038975,219877.0848254374,1892,1121.9138097720456,474000.0,-439.33873260822236,474000.0,-334.63774561821737,474000.0,289.3064639704295,474000.0
16.0,16.0,0,0.041616265,0.041616265,0.054231256,0.17283826,0.060795695,0.15711279,0.047771413,0.070467085,1696.5239903001464,733.2,-497.7050169445538,437.9,-350.8600045766556,432.6,3002.5412034409574,997.1,962.6250430549735,35.968188762897626,220338.5333523635,1896,1016.7207834403256,475000.0,-387.0787264822027,475000.0,-216.1860634696357,475000.0,319.9749318280893,475000.0
16.0,16.0,0,0.031777117,0.031777117,0.040545017,0.16637167,0.06574993,0.133401,0.042308364,0.07171277,2278.2943765606096,924.6,-235.69738831477343,442.0,102.15288691266144,421.6,3006.3867983229693,950.0,1287.7841683703668,30.470425648149103,220807.5494260752,1900,1078.4743045565817,476000.0,-548.200459237127,476000.0,-112.48733261950247,476000.0,568.4062053958245,476000.0
16.0,16.0,0,0.046980415,0.046980415,0.06711266,0.1499449,0.048736148,0.10845435,0.035048466,0.056651838,1000.2767725121105,598.9,-904.8284301630489,618.3,302.83964019128905,752.8,2194.6369387117998,827.5,648.2312303130376,37.942297087050974,221279.6048882479,1904,1044.0764301143306,477000.0,-570.0806891924664,477000.0,-127.79064152735023,477000.0,755.5556672151863,477000.0
16.0,16.0,3,0.057309408,0.046215303,0.05512542,0.16123496,0.04148636,0.09446398,0.1543787,0.1543787,1366.9031291997667,825.8,-1556.7109264603453,817.1,123.86448815076741,361.8,-65.80762032122504,697.6,-32.93773235775905,42.20133033907041,221751.52875703585,1908,1123.143818149732,478000.0,-661.9880817747004,478000.0,-1.780044368450774,478000.0,1154.9727789833746,478000.0
8.0,8.0,3,0.0623597,0.13490354,0.06810242,0.31822088,0.075614855,0.2077902,0.09921338,0.09921338,1079.9540792701005,575.7,-458.727732323838,407.7,-716.4962968652527,637.6,-953.7601778913693,730.7,-262.25753195258983,41.4857444120571,222211.09151828394,1912,1025.0399643304127,479000.0,-465.30711271622783,479000.0,31.672953710090592,479000.0,1118.0779249864113,479000.0
16.0,16.0,3,0.15475701,0.06824145,0.035301957,0.18297403,0.026344933,0.10231261,0.08314178,0.08314178,2473.6356555081966,869.0,-554.9098689041281,426.4,-337.62797382314,703.9,-763.3788823254292,926.3,204.42973261387482,28.983943772036582,222679.96507151786,1916,885.6938253900755,480000.0,-566.5693385375579,480000.0,-35.77862674965713,480000.0,1100.326990880578,480000.0
32.0,32.0,0,0.30556107,0.30556107,0.017899023,0.08005423,0.016404068,0.050847374,0.056804165,0.036751572,1120.9483258095402,902.7,-1080.8983713515936,903.7,108.3862024395984,370.8,-66.16446119627247,809.4,20.567923925318127,38.46316462988034,223156.09086888062,1920,1078.2887532791046,481000.0,-565.3861622152007,481000.0,-124.3088722599759,481000.0,566.8594619254598,481000.0
